abhominable, abominable
cowheards, cowherds
crackt, cracked
creepe, creep
crevis, crevice
crie, cry
Crowne, Crown
crowne, crown
Crownes, Crowns
crownes, crowns
cruell, cruel
cruellnesse, cruelty
crueltie, cruelty
cryed, cried
cryes, cries
crystall, crystal
cudgill, cudgel
Cupboord, Cupboard
curiositie, curiosity
curtesie, curtesy
Custome, Custom
custome, custom
customes, customs
cypresse, cypress
daies, days
daintie, dainty
damaske, damask
dammage, damage
damme, dame
damne, damn
darest, dare
darke, dark
darknes, darkness
darknesse, darkness
dayes, days
dayse, days
deale, deal
deare, dear
dearely, dearly
deceipt, deceit
deceipts, deceits
deceitfull, deceitful
decke, deck
declareth, declares
deeme, deem
deepe, deep
deere, dear
deforme, deform
delaied, delayed
delecates, delicates
delightes, delights
delighteth, delights
delightfull, delightful
demaunded, demanded
demaunding, demanding
deniall, denial
denie, deny
denne, den
dennes, dens
denyed, denied
departeth, departs
desart, desert
descendest, descend
deservest, deserve
deserveth, deserves
desiredst, desire
desireth, desires
despaire, despair
despight, despite
destinie, destini
devide, dvide
devouer, devour
devoure, devour
diademe, diadem
diddest, did
diffamed, defamed
difficill, difficult
dimme, dim
dismembred, dismembered
dispossesse, dispossess
disturbe, disturb
divin, divine
doctours, doctors
doe, do
dogge, dog
dogges, dogs
dolefull, doleful
Dolphine, Dolphin
doore, door
doores, doors
dores, doors
doubtfull, doubtful
doubtlesse, doubtless
downe, down
downeward, downward
dranke, drank
dreadfull, dreadful
dreame, dream
dreamest, dream
dresse, dress
drinke, drink
drinketh, drinks
droppe, drop
drowsie, drowsy
drummes, drums
drunke, drunk
dulle, dull
dunge, dung
durty, dirty
dwel, dwell
dwelleth, dwells
eare, ear
eares, ears
earle, earl
earneth, earns
easie, easy
eate, eat
eateth, eats
egge, egg
eies, eyes
embracest, embrace
emperour, emperor
emperours, emperors
empoysoned, empoisoned
emptie, empty
Enchantresse, Enchantress
enchantresse, enchantress
enchauntresse, enchantress
encountreth, encounters
encrease, increase
encreased, increased
encroch, encroach
endevored, endeavored
enemie, enemy
enfastned, fastened
enforceth, enforces
enterlaced, interlaced
entertaine, entertain
enterynge, entering
entrailes, entrails
entred, entered
entrie, entry
entring, entering
envie, envy
environest, environ
equall, equal
equitie, equity
errour, error
espie, espy
espieth, espies
espyed, espied
espyeth, espies
esteeme, esteem
eternall, eternal
Eunuches, Eunuchs
everie, every
evill, evil
excell, excel
excellencie, excellency
expell, expel
expresse, express
extendeth, extends
extream, extreme
extreame, extreme
extreamely, extremely
eys, eyes
eyther, either
facilitie, facility
facill, facile
faile, fail
faineth, fains
faintnesse, faintness
faire, fair
faireth, fairs
fairnesse, fairness
faithfull, faithful
faithfulnes, faithfulness
falsly, falsely
fancie, fancy
fancieth, fancies
farre, far
fatall, fatal
favoureth, favours
feare, fear
fearefull, fearful
fearest, fear
feareth, fears
fearfull, fearful
fedde, fed
feedest, feed
feele, feel
feete, feet
feined, feigned
feining, feigning
fel, fell
felicitie, felicity
fellony, felony
fellowes, fellows
ferriman, ferryman
fertill, fertile
festivall, festival
filthinesse, filthiness
finde, find
firie, feiry
firmely, firmly
flead, flayed
flie, fly
flintes, flints
floure, flower
floures, flowers
flowne, flown
flowre, flower
flowrishing, flourishing
flowte, flout
flyes, flies
folde, fold
followeth, follows
foming, foaming
Foole, Fool
foole, fool
fooles, fools
foote, foot
forbeare, forbear
forceth, forces
forefeete, forefeet
foreshew, foreshow
foreshewing, foreshowing
forraigne, foreign
forrein, foreign
Forrest, Forest
forrests, forests
forsooke, forsook
fortun, fortune
fortuneth, fortunes
foules, fouls
fountaine, fountain
fountaines, fountains
foure, four
fraile, frail
franckly, frankly
franke, frank
fruitfull, fruitful
funerall, funeral
gaine, gain
gainest, gain
gallowes, gallows
gaole, gaol
gard, guard
garnisht, garnished
gayne, gain
gemmes, gems
genealogie, genealogy
generall, general
gentlemans, gentleman's
gentlenesse, gentleness
germinent, germinent
getteth, gets
ghests, guests
Ghoasts, Ghosts
ghoasts, ghosts
girle, girl
givest, give
giveth, gives
gladnesse, gladness
glasse, glass
glewed, glued
glistereth, glisters
Goates, Goats
goates, goats
Goddes, Goddess
goddes, goddess
Goddesse, Goddess
goddesse, goddess
Goe, Go
goe, go
goest, go
goeth, goes
golfe, gulf
gon, gone
goodnesse, goodness
gorgiously, gorgeously
governesse, governess
governest, govern
graine, grain
graines, grains
grasse, grass
gratious, gracious
gravitie, gravity
greate, great
greedie, greedy
greedinesse, greediness
Greeke, Greek
Greekes, Greeks
greene, green
griefe, grief
griefes, griefs
griphons, griffens
grosse, gross
gulfe, gulf
gumme, gum
gummes, gums
gyants, giants
habite, habit
hagges, hags
haile, hail
haire, hair
haires, hairs
halfe, half
halfepence, halfpence
handes, hands
hapned, happened
hapneth, happens
happeneth, happens
harme, harm
harmes, harms
harnesse, harness
harpe, harp
hastely, hastily
hastilie, hastily
hastinesse, hastiness
hateth, hates
haveing, having
hawkes, hawks
hayre, hair
heale, heal
healthfull, healthful
heape, heap
hearbes, herbes
hearbs, herbs
heardsman, herdsman
heare, hear
hearest, hear
heareth, hears
heate, heat
hee, he
heede, heed
heele, heel
heeles, heels
heere, here
heire, heir
helpe, help
helpest, help
hennes, hens
herbe, herb
herbes, herbs
heynous, heinous
hiew, hue
high-shooes, high-shoes
hilles, hills
hils, hills
Himselfe, Himself
himselfe, himself
hinde, hind
hisse, hiss
Historie, History
hoare, hoare
hogge, hog
holdeth, holds
honney, honey
honourably, honorably
hony, honey
hoofe, hoof
hoofes, hooves
hookes, hooks
hopest, hope
hopeth, hopes
hore-frost, hoarfrost
horne, horn
hornes, horns
horsebacke, horseback
hory, horry
hostesse, hostess
houre, hour
houres, hours
humilitie, humility
hundreths, hundredths
hurle, hurl
idley, idly
ile, isle
imagin, imagine
imbrace, embrace
imbraced, embraced
imbracing, mbracing
immediatelie, immediately
immediatly, immediately
immortall, immortal
impatiencie, impatience
impatiency, impatiency
importunitie, importunity
impoysoned, empoisoned
inchanted, enchanted
inchantment, enchantment
inchantments, enchantments
inchauntments, enchantments
incorporeall, incorporeal
incouraged, encouraged
incurre, incur
indeavour, endeavour
indeavoured, endeavoured
indeavouring, endeavouring
indurance, endurance
infernall, infernal
inforce, enforce
inforced, enforced
ingender, engender
ingendered, engendered
ingraven, engraven
ingrossed, engrossed
inhabitest, inhabit
inhabiteth, inhabits
inheretrix, inheretrix
inheritour, inheritor
initiall, initial
inke, ink
inne, inn
innocencie, innocence
insolencie, insolency
inspiration1, inspirationa1
intangled, entangled
intangleth, entangles
intende, intend
intendeth, intends
interiour, interior
intersparsed, interspersed
intised, enticed
intrailes, entrailes
intrals, entrails
intreate, intreat
inventeth, invents
invigilant, unvigilant
invironed, environed
iustice, justice
ivie, ivy
jawes, jaws
jealousie, jealousy
jeast, jest
jenets, jennets
jolity, jollity
journey-work, journeywork
journies, journeys
journy, journey
joye, joy
joyes, joys
joyfull, joyful
joyned, joined
jugler, juggler
kackling, cackling
keene, keen
keepe, keep
keepest, keep
keepeth, keeps
keyes, keyes
kicke, kick
kiddes, kids
kild, killed
kinde, kind
kindes, kinds
kindnesse, kindness
kinne, kin
kinsfolke, kinsfolk
kirnels, kernels
kisse, kiss
kisseth, kisses
kitchin, kitchen
knocke, knock
knockt, knocked
knowest, know
knoweth, knows
knowne, known
knowst, know
lacke, lack
lacketh, lacks
ladde, lad
laiden, laden
lambe, lamb
lamenesse, lameness
lampe, lamp
lancknesse, lankness
lanternes, lanterns
laugheth, laughs
lawfull, lawful
lawlesse, lawless
lawne, lawn
lawrel, laurel
lawrell, laurel
layd, laid
layeth, lays
leade, lead
leape, leap
learne, learn
legge-harnesse, leg-harness
legges, legs
lesse, less
leysure, leisure
libell, libel
liberall, liberal
lieth, lies
lievtenant, lieutenant
likenesse, likeness
lilly, lily
limbes, limbs
linkes, links
linnen, linen
lintles, lintels
littor, litter
littour, litter
liveth, lives
loade, load
loathsom, loathsome
locke, lock
lockes, locks
locketh, locks
logicke, logic
loked, looked
Looke, Look
looke, look
losse, loss
lotts, lots
loveth, loves
lowd, loud
loynes, loins
lucke, lucke
luxurie, luxury
lycense, liense
madde, mad
madest, made
madnesse, madnesse
magicall, magical
Magick, Magic
magitian, magician
magnificencie, magnificence
maide, maid
maine, maie
maintaine, maintaine
maketh, makes
maladie, malady
malitious, malicious
manie, many
mankinde, mankind
marchant, merchant
marchants, merchants
marke, mark
marryed, married
martiall, martial
marvaile, marvel
marvailed, marveled
marvailous, marvelous
marveilously, marvelously
marvell, marvel
marvellously, marvelously
mastifes, mastiffs
materiall, material
mayd, maid
mayden, maiden
meane, mean
meanes, means
meaneth, means
meate, meat
meates, meats
meddowes, meadows
meddows, meadows
medled, meddled
medow, meadow
mee, me
meeke, meek
meere, mere
meigre, meager
memorie, memorie
mens, men's
mercifull, merciful
merite, merit
metamorphosie, metamorphosis
mettal, metal
middest, middle
mightest, might
mightie, mighty
milke, milk
minde, mind
mindes, minds
mindeth, minds
mindfull, mindful
ministery, ministry
ministred, ministered
ministrie, ministry
ministring, ministering
mischiefe, mischief
mischiefes, mischiefs
miserie, misery
mistery, mystery
mistres, mistres
Mistresse, Mistress
mistresse, mistress
mistris, mistress
mistrusteth, mistrusts
mocke, mock
mollifie, mollify
moone, moon
moove, move
mooved, moved
morsell, morsel
mortall, mortal
mosse, moss
mountaine, mountain
mountaines, mountains
mouthes, mouths
moystened, moistened
mulettour, muleteer
murdred, murdered
murtherer, murderer
murtherers, murderers
murthereth, murders
mutuall, mutual
myne, mine
myrie, miry
myselfe, myself
mysterie, mystery
mysticall, mystical
naile, nail
nailes, nails
nativitie, nativity
naturall, natural
nayled, nailed
neasts, nests
necessarie, necessary
necke, neck
neckes, necks
needfull, needful
neer, near
neere, near
neerer, nearer
neverthelesse, nevertheless
newes, news
noating, noting
noone, no one
nosethrilles, nostrils
nosethrils, nostrils
nosthrils, nostrils
notifie, notify
nourishest, nourish
nourisheth, nourishes
now adayes, nowadays
now-adayes, nowadays
noynted, annointed
noyse, noise
noysome, noisome
numbred, numbered
O, Oh
oake, oak
oathes, oaths
obeied, obeyed
obeysance, obeisance
obsequie, obsequy
obstinatly, obstinately
occupie, occupy
oftetimes, oftentimes
oile, oil
oliphante, oliphant
onely, only
opportunitie, opportunity
orbe, orb
ordayned, ordained
ordeined, ordained
ordor, order
originall, original
oughtest, ought
ougly, ugly
outragious, outrageous
outwayes, outways
over-passe, over-pass
overtooke, overtook
owle, owl
owles, owls
owne, own
oxe, ox
oyle, oil
oyles, oils
oyntment, ointment
pacifie, pacify
pagiant, pageant
paied, paid
paine, pain
painefull, painful
paines, pains
painte, paint
paire, pair
paistre, pastry
pallace, palace
palme, palm
panch, paunch
pantofiles, pantofles
paracide, parricide
parcell, parcel
paricide, parricide
parler, parlor
passeth, passes
pathes, paths
patrimonie, patrimony
patrone, patron
patterne, pattern
payd, paid
paynes, pains
pearce, pierce
pearles, pearls
peason, peas
peeces, pieces
penall, penal
pennie, penny
peny, penny
perceiveth, perceives
perfectnesse, perfectness
perhappes, perhaps
perill, peril
perilles, perils
perillous, perilous
perpetuall, perpetual
persever, persevere
perswade, persuade
perswaded, persuaded
perswadeth, persuades
perswading, persuading
perswasion, persuasion
phisitian, physician
phisitians, physicians
physitian, physician
physitians, physicians
physition, physician
picke, pick
pigge, pig
pillowes, pillows
pismares, pismires
pisse, pisse
pitifull, pitiful
pitiously, piteously
pitteously, piteously
pittied, pitied
pittiful, pitiful
pittifull, pitiful
pittifully, pitifully
pittious, piteous
pittiously, piteously
pitty, pity
plaine, plain
plainely, plainly
playsters, plasters
pleasantnes, pleasantness
pleasantnesse, pleasantness
pleaseth, pleases
plentifull, plentiful
plyed, plied
pompe, pomp
poore, poor
poorely, poorly
possesse, possess
povertie, poverty
poynt, point
poyson, poison
poysoned, poisoned
poysonous, poisonous
praier, prayer
praiers, prayers
prankes, pranks
pratling, prattling
prayeth, prays
prayse, praise
preferre, prefer
presse, press
presumest, presume
pretious, precious
pretiously, preciously
prettie, pretty
prevaile, prevail
prevayled, prevailed
pricke, prick
principall, principal
privitie, privity
processe, process
profer, proffer
profered, proffered
professe, profess
profite, profit
proofe, proof
proofes, proofs
proove, prove
prophecier, prophesier
prophesie, prophesy
prostrat, prostrate
proverbe, proverb
providest, provide
provinciall, provincial
prowesse, prowess
prudency, prudence
pryed, pried
pryntinge, printing
publike, public
publique, public
purchaseth, purchases
purifie, purify
pursueth, pursues
pursuite, pursuit
puttest, put
quaile, quail
quayle, quail
queane, queen
Queene, Queen
quencht, quenched
quicke, quick
quicknes, quickness
quietnesse, quietness
racke, rack
raigneth, reigns
raigning, reigning
raile, rail
raine, rain
ranne, ran
ransackt, ransacked
ransome, ransom
ratled, rattled
ratling, rattling
rayment, raiment
reade, read
readie, ready
realmes, realms
reape, reap
reapse, reaps
reasone, reason
recevyd, received
reckened, reckoned
reclaime, reclaim
redeeme, redeem
redresse, redress
refraine, refrain
refusall, refusal
regall, regal
regarde, regard
registred, registered
rejoiceth, rejoices
rejoyce, rejoice
rejoyced, rejoiced
rejoycing, rejoicing
reliefe, relief
relikes, relics
reliks, relics
remaine, remain
remedie, remedy
remembred, remembered
remembring, remembering
remisse, remiss
remoove, remove
remooved, removed
rendred, rendered
rendring, rendering
renowne, renown
repaire, repair
repente, repent
repenteth, repents
represse, repress
reproachfull, reproachful
requireth, requires
resembleth, resembles
resemling, resembling
respit, respite
resteth, rests
restless, restlesse
restlesse, restless
restraine, restrain
restrainest, restrain
retaine, retain
retaineth, retains
returne, return
returneth, returns
retyre, retire
reveale, reveal
riche, riche
ridde, rid
ripenesse, ripeness
roade, road
rocke, rock
rockes, rocks
roofe, roof
roome, room
roote, root
rosie, rosy
royall, royal
rubbell, rubble
ruggednesse, ruggedness
ruine, ruin
runne, run
runnest, run
runneth, runs
rusticall, rustical
rusticke, rustic
sacke, sack
sackes, sacks
Sadnesse, Sadness
sadnesse, sadness
saile, sail
saist, say
salitary, salutary
sappe, sap
satisfie, satisfy
sawce, sauce
sayd, said
sayth, says
scarre, scar
scarse, scarce
scholler, scholar
schoole, school
schoolemaster, schoolmaster
scituation, situation
scorne, scorn
scortch, scorch
scoure, scour
scowre, scour
scowred, scoured
scurfe, scurf
seale, seal
searcheth, searches
seargants, sergeants
seate, seat
seaven, seven
seede, seed
seeke, seek
seeme, seem
seemedst, seemed
seemely, seemly
seemest, seem
seemeth, seems
seene, seen
seest, see
seeth, sees
seldome, seldom
selfe, self
senatours, senators
sence, sense
sences, senses
sensuall, sensual
servingmaids, serving-maids
setteth, sets
shaked, shook
shal, shall
shamefastnes, shamefacedness
shamefastnesse, shamefacedness
sharpe, sharp
sharpely, sharply
sheafes, sheaves
Shee, She
shee, she
sheep-coats, sheepcotes
sheepe, sheep
sheepehooke, sheepehook
sheepheard, shepherd
sheffes, sheafs
shepheard, shepherd
shepheards, shepherds
shineth, shines
shippe, ship
shold, should
sholders, shoulders
shooes, shoes
shorne, shorn
shortned, shortened
shoulde, should
showes, shows
showeth, shows
showt, shout
shunne, shun
shutte, shut
sicke, sick
sicknesse, sickness
sighes, sighs
signe, sign
signes, signs
signifie, signify
signifieth, signifies
signifiing, signifying
silke, silk
sithes, scythes
sittest, sit
sixe, six
skarfe, scarf
skie, sky
skinne, skin
skinnes, skins
slacknesse, slackness
slaine, slain
slandred, slandered
slayeth, slays
sleepe, sleep
sleepeth, sleeps
slendernesse, slenderness
slewest, slew
sley, slay
slipperie, slippery
slothfullnesse, slothfulness
slownesse, slowness
smoake, smoke
smocke, smock
snaile, snail
sneesed, sneezed
sneesing, sneezing
sodaine, sudden
sodainely, suddenly
sodainly, suddenly
soiles, soils
solemne, solemn
solempne, solemn
solempnity, solemnity
solitarinesse, solitariness
somtime, sometime
somwhat, somewhat
sonne, son
sonnes, sons
Soone, Soon
soone, soon
sorcerie, sorcery
sorrie, sorry
sorrowes, sorrows
sorrowfull, sorrowful
sould, sold
soulde, sold
souldier, soldier
souldiers, soldier
soule, soul
soules, souls
soveraign, sovereign
soveraigne, sovereign
sowe, sow
sowen, sewn
soweth, sows
sowne, {#######'sewn' ### OR ### 'sown'#######}
sowre, sour
soyle, soil
sparckled, sparkled
sparrowes, sparrows
speake, speak
speare, spear
speares, spears
speciall, special
spirite, spirit
spirites, spirits
spirituall, spiritual
spitefull, spiteful
Spowse, Spouse
spowse, spouse
spoyl, spoil
spoyle, spoil
spoyled, spoiled
spred, spread
spurne, spurn
staffe, staff
staied, stayed
staires, stairs
standest, stand
standeth, stands
starke, stark
starres, stars
steale, steal
sterill, sterile
sticke, stick
stiffle, stifle
stil, still
stinke, stink
stirre, stir
stocke, stock
stomacke, stomach
stomackes, stomachs
stombled, stumbled
stonie, stony
stoole, stool
stoppe, stop
storme, storm
stormes, storms
straie, stray
streame, stream
streames, streams
streate, street
streete, street
streetes, streets
streined, strained
striken, stricken
stroken, stricken
strooke, struck
stuffe, stuff
subterene, subterrene
subtleity, subtlety
subtlel, subtle
subtlenesse, subtleness
successe, success
successours, successors
succorest, succor
suddaine, sudden
suddainly, suddenly
suffereth, suffers
sufficeth, suffices
summe, sum
summes, sums
sunne, sun
superiour, superior
supernall, supernal
suppe, sup
suppresse, suppress
suspition, suspicion
sustaine, sustain
susteined, sustain
sweare, swear
sweete, sweet
sweetnesse, sweetness
swel, swell
swiftnesse, swiftness
sybel, sibyl
taile, tail
tailes, tails
takest, take
talke, talk
tardity, tardiness
taried, tarried
taske, task
tast, taste
tayle, tail
teare, tear
teares, tears
tearm, term
temperat, temperate
tendeth, tends
tenne, ten
terme, term
terrour, terror
testifie, testify
testimonie, testimony
thanke, thank
thankes, thanks
theefe, thief
theeves, thieves
therewithall, therewithal
therfore, therefore
therin, therein
therof, thereof
theron, thereon
therwithall, therewithal
theves, thieves
thicke, thicke
thinke, think
thinkest, think
thinketh, thinks
thornes, thorns
thorow, through
threatned, threatened
threatning, threatening
threatnings, threatenings
throwne, thrown
thyne, thine
timbrell, timbrel
timbrill, timbrel
tipled, tippled
tombe, tomb
tooke, took
tooles, tools
toppe, top
torne, torn
toucheth, touches
towardes, towards
Towne, Town
towne, town
townes, towns
toyes, toys
traind, trained
traiterous, traitorous
traitour, traitor
transforme, transform
transformeth, transforms
transitorie, transitory
travaile, travail
travell, travel
trayterous, traitorous
treadest, tread
treasurie, treasury
treatie, treaty
triall, trial
trimmely, trimly
truely, truly
trueth, truth
trumpetters, trumpeters
trusse, truss
tryed, tried
turfes, turfs
turnd, turned
turne, turn
turneth, turns
turn’d, turned
tuskes, tusks
twise, twice
twyfold, twofold
tydings, tidings
tyed, tied
unattyred, unattired
unbrideled, unbridled
uncertaine, uncertain
unchast, unchaste
undresse, undress
unequall, unequal
unfaithfull, unfaithful
unfruitfull, unfruitful
unguilty, innocent
unitie, unity
universall, universal
unknowne, unknown
unlawfull, unlawful
unlesse, unless
unmeasurably, immeasurably
unneth, unneath
unpittifull, unpitiful
unrayed, unarrayed
unspeakeable, unspeakable
untemperance, intemperance
untill, until
unwares, unawares
useth, uses
usurie, usury
vaile, veil
vaine, vain
valiante, valiant
valleyes, valleys
vallies, valleys
vally, valley
veines, veins
venim, venom
ventrous, venturous
venyme, venom
verely, verily
verie, very
vertue, virtue
vertues, virtues
vertuous, virtuous
vessell, vessel
vestiment, vestment
vestiments, vestments
villany, villainy
virgine, virgin
vniversity, university
voiage, voyage
voide, voide
voyce, voice
voyces, voices
voyd, void
waies, ways
walke, walk
wals, walls
wanne, wan
wanteth, wants
wantonnesse, wantonness
warne, warn
warre, war
warriours, warriors
washeth, washes
watring, watering
watry, watery
waxe, wax
wayes, ways
weake, weak
weale, weal
weare, wear
wearie, weary
wearinesse, weariness
weeneth, weens
weepe, weep
weeped, wept
wel, well
welnigh, well-nigh
wentest, went
werest, were
wheate, wheat
wheele, wheel
whelpes, whelps
wheras, whereas
wherat, wheresat
wherby, whereby
Wherewithall, Wherewithal
wherewithall, wherewithal
Wherfore, Wherefore
wherfore, wherefore
wherof, whereof
Wherupon, Whereupon
wherwith, wherewith
wherwithall, wherewithall
whippe, whip
whipps, whips
wholeome, wholesome
wholsome, wholesome
wholy, wholly
whome, whom
whorehunting, whore-hunting
wickednesse, wickedness
wil, will
wilde, wild
winde, wind
windes, winds
windowes, windows
winke, wink
winne, win
wisdome, wisdom
wisedome, wisdom
wisemen, wise-men
withall, withal
witnesse, witness
wonderfull, wonderful
wondred, wondered
wondres, wonders
wooe, woo
wooll, wool
Woolves, Wolves
worke, work
workes, works
wormes, worms
worne, worn
worthinesse, worthiness
wracke, wrack
wreast, wrest
wretchednesse, wretchedness
yeare, year
yeares, years
yee, you
yeeld, yield
yeelded, yielded
yeeldest, yield
yeeldeth, yields
yeelding, yielding
yeere, yeer
yoake, yoak
yong, young
youthfull, youthful
youthfullnes, youthfulness
youthfulnesse, youthfulness
yre, ire
yrked, irked
yrons, irons
